upc,product_description,commodity,brand,product_size
3340061198,SAN GRGO FETTUCCINI NDLS,pasta,San Giorgio,P    12 OZ
3340061192,SAN GRGO GRLC&HRB FETTCNI,pasta,San Giorgio,12 OZ
3340061152,SAN GRGO JUMBO SHELLS,pasta,San Giorgio,12 OZ
3340060150,SAN GRGO LG SHELLS,pasta,San Giorgio,16 OZ
3340060833,SAN GRGO MANICOTTI,pasta,San Giorgio,8 OZ
3340060123,SAN GRGO RIGATONI,pasta,San Giorgio,16 OZ
3340060108,SAN GRGO SPAGHETTI,pasta,San Giorgio,16 OZ
3340060109,SAN GRGO THIN SPAGHETTI,pasta,San Giorgio,P     1 LB
3261211705,SUGAR BUSTER SPIRALS,pasta,Sugar Buster,CR   16 OZ
7107200406,ALESSI FRA DIAVOLO SAUCE,pasta sauce,Alessi,24 OZ
7107201237,ALESSI PESTO SAUCE,pasta sauce,Alessi,3.5 OZ
7224825064,AMORE PESTO IN TUBES,pasta sauce,Amore,2.8 OZ
7680852094,BARILLA GDN VEG PASTA SCE,pasta sauce,Barilla,26 OZ
7680852138,BARILLA ITALIAN CHEESE SC,pasta sauce,Barilla,26 OZ
7079691000,BELLINO FLY PREPARE SPAG SCE,pasta sauce,Bellino,32 OZ
3620000493,BERTLI MED OLV W/SNDRD TM,pasta sauce,Bertolli,24 OZ
3620000473,BERTOLI MRNRA W/BURG WN S,pasta sauce,Bertolli,24 OZ
3620000475,BERTOLLI ALFREDO MSHRM SC,pasta sauce,Bertolli,15 OZ
3620000474,BERTOLLI ALFREDO SAUCE,pasta sauce,Bertolli,15 OZ
3620000432,BERTOLLI FIVE CHEESE SCE,pasta sauce,Bertolli,24 OZ
3620000491,BERTOLLI ITALIAN SAUS SCE,pasta sauce,Bertolli,26 OZ
3620000471,BERTOLLI MUSHROOM&GRLC SC,pasta sauce,Bertolli,26 OZ
3620000439,BERTOLLI OLV OIL&GRLC SCE,pasta sauce,Bertolli,24 OZ
3620000470,BERTOLLI TOM&BASIL SAUCE,pasta sauce,Bertolli,24 OZ
3620000476,BERTOLLI VID ON W/RST GRL,pasta sauce,Bertolli,24 OZ
3620000507,BERTOLLI VODKA PASTA SAUC,pasta sauce,Bertolli,26 OZ
3620000492,FIVE BROS GARLIC ALFREDO,pasta sauce,Bertolli,16    OZ
5861006232,BROTHERS SPAGHETTI SAUCE,pasta sauce,Brother's,23OZ
4380045007,BUITONI GARDEN VEG SAUCE,pasta sauce,Buitoni,26 OZ
4380045001,BUITONI MARINARA SAUCE,pasta sauce,Buitoni,14 OZ
4380045006,BUITONI MUSHROOM SAUCE,pasta sauce,Buitoni,26 OZ
4380045008,BUITONI TOM/GRLC/ON SAUCE,pasta sauce,Buitoni,26 OZ
4380045005,CONTADINA MARINARA SAUCE,pasta sauce,Buitoni,26 OZ
8532801985,CANDONI PESTO CLASSICO,pasta sauce,Candoni,6.3 OZ
8532801989,CNDO PESTO/SUNDRIED TOMS,pasta sauce,Candoni,6.3 OZ
7079670002,CENTO CLAM SAUCE RED,pasta sauce,Cento,10.5 OZ
7079670001,CENTO WHITE CLAM SAUCE,pasta sauce,Cento,10.5 OZ
6414404236,CHEF PIZZA SAUCE CHEESE,pasta sauce,Chef Pizza,15 OZ
4112907763,CLASSICO ALFREDO DI ROMA,pasta sauce,Classico,16    OZ
4112927463,CLASSICO FOUR CHEESE ALFR,pasta sauce,Classico,16 OZ
4112907762,CLASSICO FOUR CHEESE SCE,pasta sauce,Classico,26 OZ
4112927200,CLASSICO GRD VEG PRIMAVER,pasta sauce,Classico,26 OZ
4112907722,CLASSICO MUSH&RIPE OLIVES,pasta sauce,Classico,26 OZ
4112907742,CLASSICO SPICY RED PEPPER,pasta sauce,Classico,26 OZ
4112900006,CLASSICO SUN DRIED TOMATO,pasta sauce,Classico,10    OZ
4112907755,CLASSICO SUN DRIED TOMATO,pasta sauce,Classico,26 OZ
4112907769,CLASSICO SUN DRIED TOMATO,pasta sauce,Classico,16 OZ
4112907790,CLASSICO SWEET BASIL MARI,pasta sauce,Classico,26    OZ
4112907787,CLASSICO TOMATO ALFREDO,pasta sauce,Classico,26 OZ
4112907785,CLASSICO\TRIPLE MUSHROOM,pasta sauce,Classico,26 OZ
4112907764,CLSCO ALFREDO ROAST GARLC,pasta sauce,Classico,16 OZ
4112900005,CLSCO BASIL PESTO SAUCE,pasta sauce,Classico,10 OZ
4112927445,CLSCO CABERNET MARINARA,pasta sauce,Classico,26 OZ
4112907776,CLSCO SAUCE FLORENTINE,pasta sauce,Classico,26 OZ
4112907702,CLSCO SAUCE ITALIAN SAUSG,pasta sauce,Classico,26 OZ
4112907700,CLSCO SAUCE TOMATO/GARLIC,pasta sauce,Classico,26 OZ
4112907712,CLSCO SAUCE TOMATOE BASIL,pasta sauce,Classico,26 OZ
4112907775,CLSCO SPICY TOMATO SAUCE,pasta sauce,Classico,26 OZ
4119607102,PROGRESSO MARINARA SCE,pasta sauce,Classico,12 OZ
4119606063,PROGRESSO RED CLAM SAUCE,pasta sauce,Classico,15 OZ
4119606056,PROGRESSO WHITE CLAM SCE,pasta sauce,Classico,15 OZ
3915341422,COLAVITA FF HOT SCE,pasta sauce,Colavita,16 OZ
3915341436,COLAVITA FF MSHRM SCE,pasta sauce,Colavita,16 OZ
3915341421,COLAVITA FREE MARINARA,pasta sauce,Colavita,16 OZ
3915341402,COLAVITA HOT TOMATO SC,pasta sauce,Colavita,16 OZ
3915341401,COLAVITA MARINARA PSTA SCE,pasta sauce,Colavita,16 OZ
5346901001,DAVES GLDN HRLM PSTA SCE,pasta sauce,Dave's,26 OZ
5346901004,DAVES ORG RSTD GAR&SWT BS,pasta sauce,Dave's,26 OZ
5346901003,DAVES WLD MSHRM PSTA SCE,pasta sauce,Dave's,26 OZ
1488650005,DELL AMORE FRSH BASL G,pasta sauce,Dell Amore,26 OZ
1488650001,DELL AMORE ORG RECPT SCE,pasta sauce,Dell Amore,26 OZ
7468309946,EMERIL HOMESTYLE MARINA R,pasta sauce,Emeril's,25 OZ
7468309945,EMERIL SCE PEPR PSTA,pasta sauce,Emeril's,26    OZ
7468309950,EMERILS KCKD UP TOMATO SC,pasta sauce,Emeril's,P    25 OZ
7468309948,EMERILS PUTTANESCA SAUCE,pasta sauce,Emeril's,25 OZ
7468309949,EMERILS ROSTED GARLIC SCE,pasta sauce,Emeril's,25 OZ
7468309947,EMERILS VODKA SAUCE,pasta sauce,Emeril's,25 OZ
2700042232,CHUNKY TOMATO GARLC ONION,pasta sauce,Hunt's,26 OZ
2700042240,HNT MEAT SPAGHETTI SAUCE,pasta sauce,Hunt's,26.5 OZ
2700042254,HUNT SPAG SAUCE ITL SAUS,pasta sauce,Hunt's,26.5 OZ
2700042273,HUNT SPAG SCE ITAL 4 CHSE,pasta sauce,Hunt's,26 OZ
2700042238,HUNT TRADITIONAL SAUCE,pasta sauce,Hunt's,26.5 OZ
2700042292,HUNTS LIGHT TRAD SPAG SCE,pasta sauce,Hunt's,26.5 OZ
2700042274,HUNTS SPAG SCE GARLIC/HER,pasta sauce,Hunt's,26 OZ
2700042239,HUNTS SPAG.SAUCE MUSHROOM,pasta sauce,Hunt's,26 OZ
4850555720,LUCINI PSTA SCE ARTICHOKE,pasta sauce,Lucini,25.5 OZ
4850550721,LUCINI PSTA SCE SPCY TSCA,pasta sauce,Lucini,25.5 OZ
9690600226,MOM S PASTA SAUCE ORIG,pasta sauce,Mom's,24 OZ
9690602324,MOM S PASTA SCE SPCL M,pasta sauce,Mom's,24 OZ
9690602524,MOMS PUTTANESCA SCE 24 OZ,pasta sauce,Mom's,KH# 58442
9690600614,TIMPONES MOMS SPGHTTI SCE,pasta sauce,Mom's,CR   14 OZ
2066200265,NEWMAN SPAG SCE TOM/GRLC,pasta sauce,Newman's,26 OZ
2066200020,NEWMANS MARINARA SAUCE,pasta sauce,Newman's,26 OZ
2066200267,NEWMANS OWN PESTO/TOM SCE,pasta sauce,Newman's,26 OZ
2066200266,NEWMANS OWN VODKA SAUCE,pasta sauce,Newman's,26 OZ
2066200019,NEWMANS SAY CHEESE PAS,pasta sauce,Newman's,26 OZ
2066200022,NEWMANS\SOCKAROONI SAUCE,pasta sauce,Newman's,26 OZ
2066200028,NEWMN OWN BOMBOLINA PASTA SCE,pasta sauce,Newman's,26 OZ
2066200035,NEWMN OWN GARLIC&PPR SCE,pasta sauce,Newman's,26 OZ
2066200026,NWMN DIAVOLO SPCY SMR SCE,pasta sauce,Newman's,26 OZ
6971911321,PATSY FRA-DIAVOLO SAUCE,pasta sauce,Patsy's,16 OZ
6971911721,PATSY PIZZALOLA SAUCE,pasta sauce,Patsy's,16 OZ
6971911421,PATSY PUTTANESCA SAUCE,pasta sauce,Patsy's,16 OZ
6971941100,PATSY RSTD YLW/RED PEPPER,pasta sauce,Patsy's,11.6
6971911121,PATSY S MARINARA SAUCE,pasta sauce,Patsy's,16 OZ
6971911221,PATSY TOM/BASIL PASTA SCE,pasta sauce,Patsy's,16 OZ
6971911521,PATSY VODKA PASTA SAUCE,pasta sauce,Patsy's,16 OZ
6971911231,PATSYS TOMATO BASIL SAUCE,pasta sauce,Patsy's,24 OZ
6971911531,PATSYS VODKA SAUCE 24 OZ,pasta sauce,Patsy's,KH# 61779
6971911131,PATTY  MARINARA SAUCE,pasta sauce,Patsy's,24 OZ
5100012013,(S)PREGO RICOTTA PARMESAN,pasta sauce,Prego,28    OZ
5100001588,CLUB-1PREGO SPAG SAUCE,pasta sauce,Prego,67  OZ
5100005044,PREGO GARDEN COMBINATON,pasta sauce,Prego,25.75 OZ
5100015554,PREGO HEARTY 3 MEAT SUPRM,pasta sauce,Prego,27.5 OZ
5100015057,PREGO HEARTY MT FRSH MUSH,pasta sauce,Prego,27.5 OZ
5100015056,PREGO HEARTY MT ITALIAN S,pasta sauce,Prego,27.5 OZ
5100015055,PREGO HEARTY MT MEATBALL,pasta sauce,Prego,27.5 OZ
5100012911,PREGO ITALIAN SAUSAGE,pasta sauce,Prego,25.6 OZ
5100002799,PREGO MARINARA SAUCE,pasta sauce,Prego,25 OZ
5100002792,PREGO MEAT PASTA SAUCE,pasta sauce,Prego,48    OZ
5100013281,PREGO MINI MEATBALL PASTA,pasta sauce,Prego,26    OZ
5100001210,PREGO MUSH & GRN PEPPER S,pasta sauce,Prego,27.75 OZ
5100001212,PREGO MUSHROOM & GARLIC,pasta sauce,Prego,26    OZ
5100012014,PREGO MUSHROOM PARMSAN,pasta sauce,Prego,26 OZ
5100002796,PREGO MUSHROOM SPAG SAUCE,pasta sauce,Prego,26 OZ
5100002797,PREGO MUSHROOM SPAG SAUCE,pasta sauce,Prego,48 OZ
5100015194,PREGO MUSHROOM SPAG SAUCE,pasta sauce,Prego,26 OZ
5100011464,PREGO MUSHROOM SUPREME SC,pasta sauce,Prego,25.75 OZ
5100013826,PREGO PASTA BAKE TOM/GAR/,pasta sauce,Prego,27.50 OZ
5100012909,PREGO RED PEPPER/GRLIC,pasta sauce,Prego,26 OZ
5100002549,PREGO REG SPAGHETTI SAUCE,pasta sauce,Prego,26 OZ
5100014986,PREGO REG SPAGHETTI SAUCE,pasta sauce,Prego,26 OZ
5100010546,PREGO RST GARLIC PARMESAN,pasta sauce,Prego,26 OZ
5100012910,PREGO RSTD GRLC/HRB SAUCE,pasta sauce,Prego,26 OZ
5100001598,PREGO SAUCE W/MUSHROOMS,pasta sauce,Prego,67 OZ
5100002794,PREGO SPAG SAUCE MEAT,pasta sauce,Prego,26 OZ
5100014987,PREGO SPAG SAUCE MEAT,pasta sauce,Prego,26 OZ
5100002511,PREGO SPAG SAUCE PLAIN,pasta sauce,Prego,48 OZ
5100002548,PREGO SPAG SAUCE PLAIN,pasta sauce,Prego,14 OZ
5100005043,PREGO THREE CHEESE PASTA,pasta sauce,Prego,28    OZ
5100013827,PREGO THREE CHSE MARINARA,pasta sauce,Prego,27.75 OZ
5100001214,PREGO TOM/ONION/GARLIC SC,pasta sauce,Prego,26 OZ
5100008725,PREGO X CKY GARDEN COMBO,pasta sauce,Prego,48 OZ
5100005045,PREGO ZESTY MUSH/X SPICY,pasta sauce,Prego,26 OZ
9999971297,PRIVATE LABEL CHNKY SAUC PEP MUS,pasta sauce,Private Label,26 OZ
9999971291,PRIVATE LABEL CHUNKY SPAGETTI SAUCE,pasta sauce,Private Label,26 OZ
9999981585,PRIVATE LABEL CLS ITL GRL&HRB SAUCE,pasta sauce,Private Label,26.5 OZ
9999981583,PRIVATE LABEL CLS ITL RSTD GRLC&ON,pasta sauce,Private Label,26 OZ
9999973094,PRIVATE LABEL FF PASTA SC CHKY MUSH,pasta sauce,Private Label,26 OZ
9999973093,PRIVATE LABEL FF PASTA SC GRDN VEG,pasta sauce,Private Label,26 OZ
9999973092,PRIVATE LABEL FF PASTA SC TOM&HERB,pasta sauce,Private Label,26 OZ
9999971306,PRIVATE LABEL HS SPAG SAUCE TOM/BAS,pasta sauce,Private Label,26 OZ
9999971308,PRIVATE LABEL HS SPAG SCAUCE W/BEEF,pasta sauce,Private Label,26 OZ
9999971309,PRIVATE LABEL HS SPAG SCAUCE W/MUSH,pasta sauce,Private Label,26 OZ
9999968191,PRIVATE LABEL ORIG SPAG SAUCE TRAD,pasta sauce,Private Label,48 OZ
9999968192,PRIVATE LABEL ORIG SPAG SAUCE W/MT,pasta sauce,Private Label,48 OZ
9999968193,PRIVATE LABEL ORIG SPAG SC MUSHROOM,pasta sauce,Private Label,48 OZ
9999966721,PRIVATE LABEL SPAG SAUCE MUSHROOM,pasta sauce,Private Label,26 OZ
9999981584,PRIVATE LABEL SPAG SCE FOUR CHEE,pasta sauce,Private Label,26    OZ
9999981582,PRIVATE LABEL SPAG SCE MEAT,pasta sauce,Private Label,26.50 OZ
9999981581,PRIVATE LABEL SPAG SCE MUSHROOM,pasta sauce,Private Label,26.50 OZ
9999981580,PRIVATE LABEL SPAG SCE TRADITION,pasta sauce,Private Label,26.50 OZ
9999966715,PRIVATE LABEL SPAG SCE TRADITIONAL,pasta sauce,Private Label,26 OZ
9999971292,PRIVATE LABEL SPAGETTI SCE W/MUSHRM,pasta sauce,Private Label,26 OZ
9999966720,PRIVATE LABEL SPAGHTTI SAUCE MEAT,pasta sauce,Private Label,26 OZ
9999981140,PRIVATE LABEL 3 MUSHROOM PASTA SAUCE,pasta sauce,Private Label Premium,26 OZ
9999984489,PRIVATE LABEL BLK OLIVE TAPENADE,pasta sauce,Private Label Premium,10 OZ
9999900443,PRIVATE LABEL BRUSCHETA W/ONIONS,pasta sauce,Private Label Premium,17 OZ
9999981587,PRIVATE LABEL BRUSCHETA W/ONIONS,pasta sauce,Private Label Premium,17 OZ
9999981586,PRIVATE LABEL BRUSCHETTA ORIGINAL,pasta sauce,Private Label Premium,17 OZ
9999981144,PRIVATE LABEL GARLIC/SUNTOMATO SAUCE,pasta sauce,Private Label Premium,26 OZ
9999981141,PRIVATE LABEL PASTA SAUCE 6 CHEESE,pasta sauce,Private Label Premium,26 OZ
9999981142,PRIVATE LABEL PASTA SCE TOMATO BASIL,pasta sauce,Private Label Premium,26 OZ
9999981588,PRIVATE LABEL TAPENADE-GRN OLV&TOM,pasta sauce,Private Label Premium,10 OZ
9999981143,PRIVATE LABEL VID ONION/PEPPER SAUCE,pasta sauce,Private Label Premium,26 OZ
1124618059,RR ARTICHOKE PASTA SAUCE,pasta sauce,RR,24 OZ
3620001495,(S)RAGU CHNKY GRDNSTYL GR,pasta sauce,Ragu,45 OZ
3620001879,BERTOLLI BASIL DCD SPICE,pasta sauce,Ragu,8 OZ
3620004155,CARB OP RAGU GARDEN STYLE,pasta sauce,Ragu,25.3 OZ
3620004154,CARB OP RAGU HRTY SAUSAGE,pasta sauce,Ragu,16 OZ
3620004152,CARB OPTIONS ALFREDO SCE,pasta sauce,Ragu,16 OZ
3620004153,CARB OPTIONS DBL CHDR SCE,pasta sauce,Ragu,16 OZ
3620000218,RAGU CC DBL CHEDDAR,pasta sauce,Ragu,16 OZ
3620000442,RAGU CHKY GAR SUN TOM/BSL,pasta sauce,Ragu,26 OZ
3620000217,RAGU CHS CREATN PARM MOZZ,pasta sauce,Ragu,16 OZ
3620001364,RAGU CHUNKY G/S MAMAS SCE,pasta sauce,Ragu,26 OZ
3620000446,RAGU GARDEN SUPER VEG SCE,pasta sauce,Ragu,26 OZ
3620000445,RAGU GS SUPER MUSHROOM,pasta sauce,Ragu,26.3 OZ
3620000480,RAGU HEARTY ITAL PSTA SCE,pasta sauce,Ragu,26.3 OZ
3620001510,RAGU HEARTY ITAL TOM SCE,pasta sauce,Ragu,45 OZ.
3620001398,RAGU HEARTY MT CLASSIC IT,pasta sauce,Ragu,32 OZ
3620001396,RAGU HEARTY MT SSG/PEP/ON,pasta sauce,Ragu,32 OZ
3620000482,RAGU HEARTY SAUT ON/MUSH,pasta sauce,Ragu,26.3 OZ
3620001368,RAGU LT PARM ALFRDO SAUCE,pasta sauce,Ragu,16 OZ
3620001397,RAGU MAMAS MEAT SAUCE,pasta sauce,Ragu,32 OZ
3620001411,RAGU MEAT SPAGHETTI SAUCE,pasta sauce,Ragu,45 OZ PET
3620000300,RAGU OWS SPAG SAUCE MEAT,pasta sauce,Ragu,26 OZ
3620001367,RAGU PARMESAN & MOZZ,pasta sauce,Ragu,16 OZ
3620001405,RAGU R&M MAMAS MEAT SAUCE,pasta sauce,Ragu,16 OZ
3620000489,RAGU RBST ITALIAN MEAT,pasta sauce,Ragu,26 OZ
3620001408,RAGU RICH&MEATY BF/ON/GRL,pasta sauce,Ragu,32 OZ
3620001403,RAGU RICH&MEATY CLASSIC I,pasta sauce,Ragu,16 OZ
3620001376,RAGU ROBUSTO ITAL SAUSAGE,pasta sauce,Ragu,26 OZ
3620000464,RAGU ROBUSTO PARM ROMANO,pasta sauce,Ragu,26    OZ
3620000488,RAGU ROBUSTO RSTD GARLIC,pasta sauce,Ragu,26 OZ
3620001375,RAGU ROBUSTO SIX CHEESE,pasta sauce,Ragu,26    OZ
3620001374,RAGU ROBUSTO TOM O/OIL GA,pasta sauce,Ragu,26    OZ
3620000050,RAGU SAUCE O/W PLAIN,pasta sauce,Ragu,14 OZ
3620001494,RAGU SAUTEE ONION SPAG SC,pasta sauce,Ragu,45    OZ
3620000441,RAGU SPAG SCE GRN PEPP&MU,pasta sauce,Ragu,26 OZ.
3620000444,RAGU SPAG SCE ITAL GRD CO,pasta sauce,Ragu,26.3 OZ
3620001401,RAGU SPAGH SAUCE PLAIN,pasta sauce,Ragu,45 OZ
3620001499,RAGU SUPER MUSHRM SPGH SC,pasta sauce,Ragu,45 OZ PET
3620001365,RAGU TOM BASIL/ITAL,pasta sauce,Ragu,26 OZ
3620000350,RAGU TRADITIONAL MUSHROOM,pasta sauce,Ragu,26 OZ
3620000250,RAGU TRADITIONAL PLAIN,pasta sauce,Ragu,26 OZ
3620001369,RAGU\CHZ CREATION ALFRDO,pasta sauce,Ragu,16 OZ
3620000468,RAGU\HEARTY ONION/GARLIC,pasta sauce,Ragu,26 OZ
3620000440,RAGU\TOMATO GRLC/ONION SC,pasta sauce,Ragu,26 OZ
4747900014,RAOS CUORE POMODORO SAUCE,pasta sauce,Raos,24    OZ
4747900009,RAOS ITAL PEP & MUSH SAUC,pasta sauce,Raos,24 OZ
8134212307,ROSELLI S MARINARA SPAG S,pasta sauce,Roselli,25 OZ
8134212308,ROSELLI S MEAT SPAG SCE,pasta sauce,Roselli,25 OZ
4078498650,SAN MARZANO MARINARA SCE,pasta sauce,San Marzano,26 OZ
8634160316,SLVR PALATE BALSAMICO SC,pasta sauce,Silver Palate,25 OZ
8634157120,SLVR PAL\BALSAMCO VINEGAR,pasta sauce,Silver Palate,12.5 FL OZ
9546900714,SINATRAS ALFREDO SAUCE,pasta sauce,Sinatra's,15 OZ
9546900713,SINATRAS PESTO SAUCE,pasta sauce,Sinatra's,15 OZ
1160000004,ALAGA REAL CANE FLV SYRUP,syrups,Alaga,24 OZ
3000005940,A J BUTTER RICH SYRUP,syrups,Aunt Jemima,24 OZ
3000003660,A J COUNTRY RICH LT SYRUP,syrups,Aunt Jemima,24 OZ
3000005960,A/JEM SYRUP ORIGINAL,syrups,Aunt Jemima,36    OZ
3000003690,ANT JEMIMA CONTRY RICH SY,syrups,Aunt Jemima,24  OZ
3000005950,AUNT JEM SYRUP REG,syrups,Aunt Jemima,12 OZ
3000005560,AUNT JEMIMA LITE SYRUP,syrups,Aunt Jemima,36 OZ
3000005800,AUNT JEMIMA LITE SYRUP,syrups,Aunt Jemima,24 OZ
3000005970,AUNT JEMIMA ORIGINL SYRUP,syrups,Aunt Jemima,24 OZ
3000005550,C**AUNT JEMIMA LITE SYRUP,syrups,Aunt Jemima,12 OZ
3000005620,QUAKER AUNT JAM BUTR LITE,syrups,Aunt Jemima,24 OZ
2400033503,BRER RABBIT GOLD MOLAS,syrups,Brier Rabbit,12 OZ
2400033513,BRER RABBIT\DARK MOLASSES,syrups,Brier Rabbit,12 FL OZ
5390002015,CARY PURE MAPLE SYRUP,syrups,Cary's,8 OZ
5390000032,CARY S SUGR FREE SYRUP,syrups,Cary's,24 OZ
5390000031,CARY SUGARFREE SYRUP,syrups,Cary's,12 OZ
5390002025,CARYS PURE MAPLE SYRUP,syrups,Cary's,12.5 OZ
7468300552,COZY COTTAGE S/F SYRUP,syrups,Cozy Cottage,12 OZ
7468300554,COZY COTTAGE SYRUP S/FREE,syrups,Cozy Cottage,24 OZ
1480071116,GRANDMA MOLASES-GREEN,syrups,Grandma Molases,12 OZ
1480071124,GRANDMA MOLASES-YELOW,syrups,Grandma Molases,12 OZ
7306000210,HSE HERB BLKSTRP MOLASSES,syrups,HSE,15 OZ
1800000958,PILL H J BUTTER SYRUP,syrups,Hungry Jack,27.6 OZ
1800000959,PILL H J LTE BUTTER SYRUP,syrups,Hungry Jack,27.6 OZ
1800000956,PILL H J MMV REG SYRUP,syrups,Hungry Jack,27.6 OZ
1800000957,PILL H J MWV LITE SYRUP,syrups,Hungry Jack,27.6 OZ
6172005010,KARO BLUE LABEL SYRUP,syrups,Karo,16 OZ
6172005040,KARO BLUE SYRUP,syrups,Karo,32 OZ
6172005230,KARO GREEN LABEL SYRUP,syrups,Karo,32 OZ
6172005140,KARO LITE RD CORN SYRUP,syrups,Karo,32 OZ
6172005110,KARO RED LABEL SYRUP,syrups,Karo,16 OZ
4800105210,KARO WAFFLE SYRUP,syrups,Karo,16 OZ
6172005210,KARO WAFFLE SYRUP,syrups,Karo,16 OZ
3800007267,KELL EGGO LITE SYRUP,syrups,Kellogg,23 OZ
3800007266,KELL EGGO SYRUP ORIGINAL,syrups,Kellogg,23 OZ
3800007268,KELLOGG EGGO BUTTERY SYRU,syrups,Kellogg,23 OZ
7092004128,KNOTTS BOYSENBERRY SYRUP,syrups,Knott's,12 OZ
4300000066,LOG CABIN CNTRY KIT SYRUP,syrups,Log Cabin,24 OZ
4300000052,LOG CABIN LITE PITCHER PACK,syrups,Log Cabin,24 OZ
4300000036,LOG CABIN ORIG SYRUP,syrups,Log Cabin,12    OZ
4300000039,LOG CABIN ORIG SYRUP,syrups,Log Cabin,36    OZ
4300000120,LOG CABIN SUGAR FREE,syrups,Log Cabin,12 OZ
4300000037,LOG CABIN SYRUP REG,syrups,Log Cabin,P    24 OZ
7468300310,MAPLE GROVE SYRUP DRK AMB,syrups,Maple Grove,12.5 OZ
7468330800,MPL GRV PURE SYRP JUG,syrups,Maple Grove,16 OZ
7468300312,VERMONT 100% PURE MAPLE SYRUP,syrups,Maple Grove,16 OZ
8721601002,MICHELES BUTTER PECAN SYR,syrups,Michele's,13 OZ
8721601000,MICHELES HONEY CREME SYRU,syrups,Michele's,13 OZ
8721601001,MICHELES MAPLE CREME SYRU,syrups,Michele's,13 OZ
8283244016,MOONLITE SORGHUM,syrups,Moonlite,16 OZ
4420929012,M BTTRWRTH LITE SYRUP,syrups,Mrs Butterworth,12 OZ
4420979224,M BTTRWRTH SYRUP ORIGINAL,syrups,Mrs Butterworth,12 OZ
4420979347,M BUTTWRTH ORIGINAL SYRUP,syrups,Mrs Butterworth,36 OZ
4420929024,MRS BUTTERWORTH LITE SYRU,syrups,Mrs Butterworth,24 OZ
4420979129,MRS BUTTERWORTH SYRUP,syrups,Mrs Butterworth,24 OZ
7520000977,NORTHWDS MAPLE SYRUP,syrups,Northwoods,36 OZ
7520000976,NRTHWD MPL FLV SYRUP PLST,syrups,Northwoods,24 OZ
7520000936,NRTHWDS BTR MPL FLV SYRUP,syrups,Northwoods,24 OZ
7520000937,NRTHWDS BTR MPL FLV SYRUP,syrups,Northwoods,12 OZ
7520000980,NRTHWDS LITE RED CAL SYRU,syrups,Northwoods,24 OZ
7520000974,NRTHWDS MPL FLV SYRUP,syrups,Northwoods,12 OZ
7520000978,NTHWDS SF LW CAL SYRUP,syrups,Northwoods,24 OZ
7520000984,OLD PLANTATION MOLASSES,syrups,Northwoods,12 OZ
7520000912,RDNBRY CANE PTCH SYRUP,syrups,Northwoods,12 OZ
4149001111,BOB WHT CRYS WHT SYR PLST,syrups,Pennant,32 OZ
4149000102,BOB WHT CRYST WHT SYRUP,syrups,Pennant,16 OZ
4149000101,BOB WHT GOLDEN SYRUP,syrups,Pennant,16 OZ
4149073614,KING SYRUP GOLDEN,syrups,Pennant,16 OZ
4149080982,PENNANT LITE SYRUP,syrups,Pennant,24 OZ
4149000247,PENNANT SYRUP BTR MAPLE,syrups,Pennant,24 OZ
4149000002,PENNANT WAFFLE SYRUP,syrups,Pennant,12 OZ
4149000246,PENNANT WAFFLE SYRUP,syrups,Pennant,24 OZ
9999966070,PRIVATE LABEL BUTTERED SYRUP,syrups,Private Label,P    24 OZ
9999967586,PRIVATE LABEL CORN SYRUP LITE,syrups,Private Label,16 OZ
9999970114,PRIVATE LABEL DARK CORN SYRUP,syrups,Private Label,16 OZ
9999967648,PRIVATE LABEL HONEY MAPLE SYRUP,syrups,Private Label,24 OZ
9999967728,PRIVATE LABEL LITE PANCAKE SYRUP,syrups,Private Label,24 OZ
9999967739,PRIVATE LABEL LITE PANCAKE SYRUP,syrups,Private Label,36 OZ
9999972255,PRIVATE LABEL LITE PANCAKE SYRUP,syrups,Private Label,12 OZ
9999973863,PRIVATE LABEL LT CORN SYRUP PLASTIC,syrups,Private Label,32 OZ
9999967496,PRIVATE LABEL PANCAKE SYRUP,syrups,Private Label,36 OZ.
9999967725,PRIVATE LABEL PANCAKE SYRUP,syrups,Private Label,12 OZ
9999967727,PRIVATE LABEL SYRUP PLASTIC BOTTLE,syrups,Private Label,24 OZ
9999981821,PRIVATE LABEL 100% PURE MAPLE SYRUP,syrups,Private Label Premium,8 OZ
9999981816,PRIVATE LABEL MAPLE SYRUP,syrups,Private Label Premium,12 OZ
9999971884,PRIVATE LABEL IMITATION TABLE SYRUP,syrups,Private Label Value,24    OZ
5150002684,SMUCK RED RASPBERRY SYRUP,syrups,Smuckers,12 OZ
5150002682,SMUCKER BLUEBRY FRUIT SYR,syrups,Smuckers,12 OZ
5150002683,SMUCKER BOYSENBERRY SYRUP,syrups,Smuckers,12 OZ
5150002685,SMUCKER STRAWBERRY SYRUP,syrups,Smuckers,12 OZ
5150002681,SMUCKERS BLACKBERRY SYRUP,syrups,Smuckers,12 OZ
2400033523,SOBRAB BKSTRP MOLASSES,syrups,Sobrab Bkstrp,12 OZ
3905972884,SPRING TREE MAPLE SYRUP,syrups,Spring Tree,8.5 OZ
3905955112,SPRNG TREE SF MAPLE SYRUP,syrups,Spring Tree,P    24 OZ
6138914020,VRMT GLD PURE MPL SYRP,syrups,Vermont Gold,8.5 OZ
